id,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race
4794,28,1,9,53,1,0,0,1,1
4796,24,0,5,5,0,1,0,1,0
4797,33,0,9,0,1,0,0,1,0
4800,30,1,10,0,1,0,1,0,1
4801,31,0,5,1,1,0,0,1,0
4805,35,1,0,1,1,0,0,1,1
4808,57,1,23,30,1,0,0,1,1
4809,39,1,8,31,1,0,1,0,0
4811,65,0,3,23,1,0,0,1,0
4812,22,0,0,1,0,1,1,0,0
4815,35,0,2,14,1,0,1,0,1
4817,29,1,2,2,0,1,0,1,1
4820,62,1,13,1,1,0,0,1,1
4825,22,1,0,0,0,1,0,1,1
4826,31,1,8,13,1,0,0,1,0
4827,56,0,1,1,1,0,1,0,1
4828,25,0,2,29,1,0,0,1,0
4831,33,0,10,1,0,1,0,1,0
4833,25,0,2,2,1,0,0,1,0
4834,27,0,3,0,1,0,1,0,1
4835,37,0,1,3,1,0,0,1,1
4837,41,0,2,1,0,1,0,1,0
4839,35,0,5,6,1,0,0,1,1
4840,25,1,1,0,0,1,0,1,0
4841,55,0,0,2,0,1,0,1,0
4845,26,1,2,3,1,0,0,1,1
4846,35,0,7,195,1,0,0,1,1
4847,50,1,3,25,0,1,0,1,0
4851,25,1,3,2,1,0,0,1,1
4853,65,1,1,1,0,1,1,0,0
4857,31,1,0,0,1,0,1,0,1
4860,24,0,0,0,0,1,1,0,1
4861,34,1,6,13,1,0,0,1,1
4862,24,1,3,3,0,1,0,1,0
4864,30,0,4,1,1,0,1,0,1
4865,35,0,0,0,0,1,1,0,0
4866,30,1,14,22,1,0,0,1,1
4870,24,0,1,2,0,1,0,1,0
4871,51,1,3,13,1,0,0,1,0
4872,28,0,3,1,1,0,1,0,1
4873,27,1,4,0,1,0,1,0,1
4877,22,1,2,0,1,0,0,1,0
4879,29,1,2,0,1,0,0,1,1
4881,31,0,0,2,1,0,0,1,1
4884,31,0,0,0,0,1,0,1,0
4885,32,0,3,30,1,0,1,0,1
4886,27,1,1,1,1,0,0,1,1
4887,29,1,6,0,1,0,0,1,0
4888,59,0,3,8,1,0,0,1,1
4890,24,1,1,0,0,1,0,1,1
4893,33,0,0,141,1,0,0,1,1
4894,35,0,0,0,0,1,1,0,0
4897,28,1,9,8,1,0,0,1,0
4900,40,0,0,4,1,0,1,0,0
4904,45,0,0,1,0,1,0,1,0
4906,24,1,9,4,0,1,0,1,1
4907,31,1,16,52,1,0,0,1,1
4909,25,0,0,4,0,1,0,1,0
4911,24,0,0,1,1,0,0,1,1
4912,23,0,6,34,0,1,0,1,0
4914,23,1,7,1,1,0,0,1,1
4921,48,0,0,-1,0,1,0,1,0
4925,62,0,0,0,1,0,0,1,0
4927,25,1,4,0,1,0,1,0,1
4928,25,0,1,1,1,0,0,1,0
4929,49,0,1,10,0,1,0,1,1
4931,50,1,0,35,1,0,0,1,0
4932,47,1,3,39,1,0,0,1,1
4933,37,0,14,1,1,0,0,1,1
4934,26,0,0,1,0,1,0,1,0
4935,28,0,21,1,1,0,0,1,1
4936,26,1,3,0,1,0,1,0,1
4937,48,0,4,1,1,0,0,1,0
4939,20,1,1,0,1,0,0,1,1
4940,34,1,9,17,1,0,0,1,1
4941,26,0,1,1,0,1,0,1,0
4943,46,1,9,115,1,0,0,1,1
4944,21,1,0,6,1,0,0,1,1
4945,27,1,2,62,1,0,1,0,0
4947,21,1,3,17,0,1,0,1,1
4948,29,0,1,14,1,0,0,1,0
4949,46,0,4,1,1,0,0,1,0
4950,24,0,0,0,1,0,0,1,1
4951,51,0,2,0,0,1,1,0,0
4952,57,1,8,-1,0,1,0,1,1
4953,33,1,4,1,1,0,0,1,1
4955,23,1,4,143,1,0,0,1,1
4956,29,0,5,1,1,0,0,1,1
4958,22,1,0,9,0,1,0,1,0
4959,56,1,10,13,0,1,0,1,0
4960,33,1,1,4,0,1,1,0,0
4961,27,1,0,1,1,0,0,1,0
4964,40,1,3,0,1,0,0,1,1
4965,48,0,0,0,0,1,0,1,0
4967,32,1,10,3,1,0,0,1,1
4969,24,0,1,1,0,1,0,1,1
4970,32,0,1,0,1,0,0,1,1
4971,19,1,2,0,1,0,0,1,1
4973,23,1,6,1,1,0,0,1,1
4977,39,1,17,181,1,0,0,1,0
4978,25,0,1,0,1,0,0,1,1
4979,42,1,6,0,1,0,0,1,1
4980,29,0,1,43,0,1,0,1,0
4982,38,0,2,1,0,1,0,1,0
4983,32,1,10,6,1,0,0,1,0
4990,23,1,4,0,0,1,0,1,0
4991,58,1,10,1,1,0,0,1,1
4992,42,1,9,0,1,0,0,1,1
4993,52,0,3,13,1,0,0,1,0
4994,26,1,1,8,1,0,0,1,0
4996,27,0,1,1,1,0,0,1,0
4998,33,0,1,0,1,0,0,1,0
4999,33,1,2,-1,1,0,0,1,1
5001,23,1,0,1,0,1,0,1,1
5003,25,1,4,19,1,0,0,1,1
5004,32,1,0,5,1,0,0,1,1
5005,34,1,14,40,1,0,0,1,0
5009,29,0,0,1,0,1,1,0,0
5010,38,1,19,0,1,0,0,1,1
5012,29,0,0,0,0,1,0,1,0
5014,27,1,6,34,1,0,0,1,1
5015,25,1,0,1,0,1,0,1,0
5017,31,1,2,1,1,0,1,0,0
5019,30,1,8,64,1,0,0,1,1
5020,41,0,0,0,1,0,0,1,1
5022,59,0,8,5,1,0,0,1,1
5023,21,1,1,0,0,1,0,1,0
5027,27,1,6,39,1,0,0,1,1
5033,30,0,0,1,1,0,0,1,1
5035,43,0,4,47,1,0,0,1,0
5037,24,0,2,0,1,0,1,0,0
5042,45,1,13,6,0,1,0,1,1
5043,23,1,0,18,1,0,0,1,0
5045,40,0,5,55,1,0,1,0,0
5046,23,0,0,2,1,0,1,0,1
5047,39,0,3,1,1,0,0,1,1
5048,26,1,5,33,1,0,1,0,1
5049,26,0,0,0,0,1,1,0,0
5050,21,0,0,1,0,1,0,1,1
5051,30,0,3,65,1,0,0,1,0
5052,44,0,0,11,1,0,0,1,0
5053,21,1,1,20,1,0,0,1,1
5054,23,0,0,1,0,1,0,1,1
5057,49,0,1,0,1,0,1,0,1
5058,23,1,3,53,1,0,0,1,1
5060,24,1,1,75,1,0,0,1,1
5061,21,1,1,0,1,0,1,0,1
5062,37,1,7,6,1,0,1,0,0
5064,28,1,2,10,1,0,0,1,0
5066,23,1,7,9,1,0,0,1,0
5067,24,1,2,1,1,0,1,0,1
5068,31,0,0,-1,1,0,0,1,0
5069,24,1,2,506,0,1,0,1,1
5071,25,0,1,0,1,0,0,1,1
5074,33,1,1,1,0,1,0,1,1
5075,26,1,24,85,0,1,0,1,1
5078,27,0,1,5,1,0,0,1,1
5086,46,0,0,1,1,0,0,1,0
5088,38,1,1,1,0,1,1,0,0
5094,24,0,0,0,0,1,1,0,1
5096,38,0,0,1,0,1,1,0,1
5098,27,1,7,4,1,0,0,1,1
5099,48,0,6,1,1,0,0,1,1
5100,31,1,2,27,1,0,1,0,0
5101,28,1,5,51,0,1,0,1,1
5103,30,0,7,1,1,0,0,1,0
5106,25,1,6,1,0,1,0,1,0
5108,55,0,0,1,0,1,0,1,0
5112,40,1,5,30,1,0,0,1,1
5113,21,1,0,1,1,0,0,1,1
5116,28,1,10,243,1,0,0,1,1
5117,20,1,2,0,1,0,0,1,1
5119,31,1,10,4,1,0,0,1,1
5120,57,0,0,77,0,1,1,0,1
5121,25,0,0,7,0,1,0,1,1
5122,22,1,7,11,1,0,0,1,1
5123,31,1,3,15,1,0,0,1,1
5126,43,0,7,0,1,0,0,1,1
5127,25,0,0,0,0,1,1,0,0
5128,39,0,1,0,0,1,0,1,0
5130,40,0,1,1,1,0,0,1,1
5131,20,1,0,2,1,0,0,1,1
5132,35,0,2,0,0,1,0,1,1
5133,34,1,1,1,0,1,0,1,1
5134,27,1,18,178,1,0,0,1,0
5137,38,1,3,0,1,0,1,0,1
5138,21,1,0,0,1,0,0,1,0
5140,25,1,0,1,0,1,0,1,1
5141,53,1,6,8,0,1,0,1,1
5142,50,0,4,13,1,0,1,0,1
5143,23,0,1,1,0,1,1,0,0
5147,22,1,0,6,1,0,0,1,0
5148,27,1,0,0,0,1,0,1,0
5149,29,1,5,0,1,0,0,1,1
5150,38,0,1,3,0,1,0,1,1
5151,54,0,2,0,1,0,1,0,0
5152,26,1,1,57,1,0,0,1,1
5153,37,1,23,1,1,0,0,1,1
5154,36,1,25,0,0,1,0,1,1
5155,28,1,18,12,1,0,0,1,1
5158,49,0,1,1,0,1,0,1,1
5160,36,0,11,0,1,0,0,1,1
5162,41,0,0,1,1,0,1,0,0
5163,26,1,9,0,1,0,0,1,0
5166,40,0,9,0,1,0,0,1,0
5168,21,1,7,10,1,0,0,1,1
5170,22,1,0,1,1,0,0,1,0
5171,33,0,0,0,1,0,0,1,0
5172,26,0,7,19,1,0,0,1,1
5173,27,1,0,3,0,1,1,0,1
5174,35,0,1,0,1,0,0,1,1
5176,27,0,3,1,0,1,0,1,1
5177,37,1,3,2,0,1,0,1,0
5178,31,0,3,61,1,0,1,0,1
5179,36,1,26,0,1,0,0,1,1
5180,32,0,0,2,0,1,1,0,0
5181,50,0,1,0,1,0,0,1,0
5182,52,0,1,0,1,0,0,1,0
5183,24,0,1,2,0,1,0,1,1
5184,38,0,0,1,1,0,0,1,1
5186,54,0,11,1,1,0,0,1,1
5187,71,0,13,0,1,0,0,1,0
5188,27,1,9,0,1,0,0,1,1
5189,39,0,1,39,1,0,1,0,0
5190,34,1,1,-1,0,1,0,1,0
5191,23,1,0,4,0,1,0,1,0
5193,36,1,5,0,1,0,1,0,1
5194,55,0,0,0,1,0,0,1,1
5198,27,0,0,8,1,0,0,1,0
5201,23,1,2,0,1,0,0,1,1
5203,20,1,1,0,1,0,0,1,1
5204,31,0,10,1,1,0,1,0,1
5205,24,0,8,37,1,0,0,1,0
5207,37,1,2,1,1,0,1,0,0
5209,26,0,0,0,1,0,0,1,0
5215,29,0,0,0,1,0,0,1,0
5216,41,1,4,-1,0,1,0,1,1
5217,37,1,0,0,1,0,0,1,1
5218,46,0,2,0,1,0,0,1,0
5219,56,1,10,41,1,0,1,0,0
5222,23,1,0,0,1,0,0,1,1
5223,23,1,1,1,1,0,1,0,1
5224,25,1,0,-1,1,0,0,1,1
5225,24,1,1,1,1,0,0,1,1
5231,26,1,1,0,0,1,0,1,0
5232,24,1,2,10,1,0,0,1,0
5243,23,1,0,14,1,0,0,1,1
5244,43,0,2,1,1,0,0,1,0
5246,53,0,0,0,0,1,1,0,0
5247,24,1,1,57,1,0,0,1,1
5249,28,0,0,0,1,0,0,1,1
5251,21,0,1,1,1,0,0,1,0
5252,31,0,0,9,0,1,0,1,0
5253,33,1,3,1,1,0,0,1,0
5255,35,0,1,1,1,0,1,0,1
5258,55,0,3,1,0,1,0,1,0
5259,50,1,9,28,0,1,0,1,0
5260,28,0,0,0,0,1,0,1,1
5261,44,1,0,2,0,1,0,1,0
5263,19,1,3,0,1,0,0,1,1
5264,23,0,2,45,0,1,0,1,0
5265,24,1,3,-1,1,0,0,1,1
5266,50,0,2,1,1,0,0,1,0
5270,31,0,0,21,0,1,0,1,1
5271,28,1,0,0,1,0,1,0,0
5272,42,0,0,1,1,0,0,1,0
5274,21,1,0,97,0,1,0,1,1
5278,21,1,0,0,1,0,0,1,0
5279,24,1,0,1,0,1,0,1,0
5280,31,1,3,1,1,0,0,1,0
5281,23,0,0,2,0,1,0,1,0
5282,27,1,0,0,1,0,0,1,0
5287,32,0,0,0,0,1,0,1,0
5289,28,1,7,77,1,0,0,1,1
5290,67,0,0,1,0,1,0,1,0
5293,32,0,11,0,1,0,1,0,1
5294,44,0,7,1,1,0,0,1,1
5295,25,1,1,0,1,0,0,1,1
5297,30,1,15,1,0,1,1,0,1
5298,28,0,9,0,0,1,0,1,0
5301,27,1,0,3,1,0,0,1,1
5308,36,0,8,1,0,1,0,1,0
5309,25,0,0,2,0,1,1,0,0
5312,31,1,5,1,1,0,0,1,0
5313,30,1,0,0,0,1,0,1,0
5314,33,0,4,7,1,0,0,1,1
5315,38,0,0,0,0,1,0,1,0
5316,26,1,1,0,0,1,0,1,1
5318,52,1,5,6,1,0,0,1,0
5321,22,1,2,2,0,1,1,0,0
5322,50,0,0,0,1,0,0,1,0
5324,58,1,1,0,1,0,0,1,0
5326,34,1,3,1,0,1,0,1,0
5327,32,1,1,0,1,0,0,1,0
5330,29,1,0,1,0,1,0,1,1
5331,27,0,0,0,0,1,0,1,1
5332,39,0,5,18,1,0,0,1,0
5333,24,0,0,1,1,0,0,1,1
5334,38,0,8,1,0,1,0,1,1
5335,52,0,7,0,1,0,0,1,0
5337,56,1,3,1,0,1,0,1,1
5339,46,1,7,36,1,0,0,1,0
5341,38,1,5,3,1,0,0,1,0
5342,47,0,3,63,0,1,0,1,0
5344,32,0,0,0,1,0,0,1,0
5346,34,0,27,0,0,1,0,1,1
5347,42,0,5,2,1,0,0,1,1
5348,35,1,0,2,0,1,1,0,1
5349,20,1,0,6,1,0,0,1,0
5350,32,1,2,32,1,0,1,0,0
5351,21,0,0,0,0,1,0,1,0
5352,24,1,0,1,0,1,0,1,1
5354,24,1,1,123,0,1,0,1,1
5358,26,1,0,0,0,1,0,1,1
5360,52,0,8,39,1,0,0,1,0
5363,27,0,1,2,0,1,0,1,1
5364,27,0,0,0,0,1,1,0,0
5365,56,0,0,1,1,0,0,1,0
5366,52,1,16,11,1,0,0,1,0
5367,37,1,3,1,1,0,0,1,1
5369,45,0,0,0,0,1,0,1,1
5371,36,1,3,27,1,0,1,0,0
5372,29,0,0,0,1,0,1,0,1
5373,21,0,0,0,1,0,0,1,0
5374,20,1,3,1,0,1,0,1,0
5379,27,0,11,4,1,0,0,1,1
5380,28,1,11,0,1,0,0,1,1
5381,38,0,4,0,0,1,0,1,1
5382,30,0,0,0,1,0,0,1,0
5383,19,1,1,434,1,0,1,0,1
5386,37,0,1,1,1,0,1,0,0
5387,34,1,0,2,0,1,0,1,1
5388,37,1,7,69,1,0,0,1,0
5389,21,0,1,1,1,0,0,1,1
5390,21,1,0,7,1,0,0,1,1
5391,38,0,3,0,1,0,1,0,0
5392,47,0,1,1,0,1,0,1,1
5394,56,0,3,191,1,0,0,1,0
5395,27,1,2,246,1,0,0,1,1
5398,23,0,0,1,0,1,0,1,1
5399,57,0,0,2,1,0,0,1,0
5400,25,0,9,12,1,0,0,1,1
5402,23,1,2,116,1,0,1,0,1
5403,32,1,8,2,1,0,0,1,1
5404,36,0,2,0,0,1,1,0,1
5405,41,0,5,0,0,1,0,1,1
5410,39,0,0,1,1,0,1,0,0
5411,21,1,1,1,1,0,0,1,1
5416,31,0,2,2,0,1,0,1,1
5417,37,0,0,0,0,1,0,1,0
5418,27,0,0,1,1,0,0,1,1
5420,22,1,2,16,1,0,0,1,1
5423,59,0,2,18,1,0,0,1,0
5425,33,1,0,29,1,0,1,0,1
5427,43,0,2,2,1,0,1,0,1
5428,25,1,5,101,1,0,0,1,0
5430,23,1,3,3,1,0,0,1,1
5431,43,1,3,1,0,1,1,0,0
5432,56,1,9,19,0,1,0,1,0
5433,20,1,1,3,1,0,1,0,1
5434,50,1,2,0,0,1,0,1,1
5436,54,0,1,3,0,1,1,0,0
5438,20,1,1,1,1,0,0,1,1
5439,36,1,3,45,0,1,0,1,0
5440,36,1,3,0,1,0,1,0,1
5441,56,0,0,1,0,1,0,1,1
5443,25,0,2,1,1,0,0,1,1
5444,42,1,1,21,1,0,1,0,0
5446,48,0,4,1,1,0,0,1,1
5447,34,1,21,5,0,1,0,1,1
5448,28,0,0,0,1,0,0,1,0
5449,32,0,1,1,1,0,0,1,0
5451,31,0,2,1,1,0,1,0,0
5453,24,1,4,5,1,0,1,0,1
5454,25,1,0,0,1,0,1,0,0
5455,32,0,4,0,1,0,1,0,0
5456,37,1,20,35,1,0,0,1,1
5458,24,1,1,1,1,0,0,1,1
5459,48,0,0,1,0,1,0,1,1
5461,35,0,1,0,1,0,0,1,1
5463,21,1,1,1,1,0,0,1,1
5465,21,1,0,33,1,0,1,0,1
5472,27,1,0,2,1,0,1,0,0
5473,22,0,0,1,1,0,0,1,1
5474,28,0,4,0,1,0,0,1,1
5475,26,0,0,1,0,1,0,1,1
5476,23,1,0,0,0,1,0,1,0
5477,34,0,0,0,1,0,0,1,0
5479,22,0,3,33,1,0,0,1,1
5482,30,1,5,62,1,0,0,1,0
5483,44,0,5,6,1,0,0,1,0
5484,57,0,1,17,1,0,0,1,0
5485,22,1,0,5,1,0,0,1,1
5489,24,1,7,68,1,0,0,1,1
5491,20,0,0,0,1,0,0,1,0
5494,53,1,1,2,0,1,0,1,0
5495,60,0,13,0,1,0,0,1,1
5496,22,0,2,1,1,0,1,0,1
5497,43,0,0,0,0,1,0,1,0
5500,72,0,7,-1,1,0,0,1,0
5501,33,1,3,3,1,0,0,1,1
5502,24,1,1,0,1,0,0,1,1
5505,60,0,0,218,1,0,0,1,1
5506,24,1,3,7,1,0,0,1,0
5508,30,0,1,2,0,1,0,1,1
5511,43,0,0,29,0,1,1,0,0
5512,48,0,1,5,0,1,0,1,0
5514,54,0,0,-1,0,1,0,1,0
5515,45,0,1,2,0,1,0,1,1
5517,36,0,0,3,1,0,0,1,0
5518,31,0,1,-1,0,1,0,1,0
5519,40,0,0,2,0,1,0,1,1
5520,50,0,1,1,1,0,0,1,0
5522,26,0,1,0,0,1,1,0,0
5524,41,0,7,0,1,0,0,1,1
5525,34,1,5,0,1,0,0,1,0
5528,28,0,0,2,1,0,1,0,0
5531,23,1,2,0,1,0,0,1,0
5532,37,1,0,1,0,1,1,0,0
5534,35,0,5,0,0,1,0,1,0
5535,21,1,1,48,1,0,0,1,0
5537,22,1,2,34,0,1,1,0,1
5539,29,1,6,35,1,0,0,1,1
5542,30,0,0,0,0,1,1,0,1
5543,45,1,3,92,0,1,0,1,0
5544,24,0,2,1,1,0,1,0,1
5545,31,1,4,29,1,0,0,1,0
5546,56,0,0,0,0,1,0,1,0
5550,24,1,14,180,1,0,0,1,1
5551,38,0,11,18,1,0,0,1,1
5552,51,1,22,34,1,0,0,1,1
5553,22,0,0,0,1,0,0,1,0
5554,28,0,5,1,0,1,0,1,1
5556,47,1,19,212,1,0,0,1,1
5557,51,1,0,30,0,1,0,1,1
5558,25,0,1,42,0,1,0,1,0
5560,53,0,1,1,1,0,0,1,0
5561,30,0,0,2,1,0,0,1,1
5563,33,1,0,0,1,0,0,1,0
5564,35,1,5,225,1,0,0,1,1
5567,33,0,0,1,1,0,1,0,1
5569,59,0,1,0,0,1,0,1,0
5573,33,0,1,84,1,0,1,0,0
5574,27,1,2,132,1,0,0,1,1
5575,29,1,9,14,1,0,1,0,1
5578,24,1,3,44,1,0,0,1,1
5579,43,0,5,0,1,0,0,1,1
5583,37,1,11,0,0,1,0,1,1
5584,53,0,13,91,1,0,0,1,1
5586,26,1,4,0,1,0,0,1,1
5590,30,0,1,0,0,1,1,0,0
5591,27,1,6,1,1,0,0,1,1
5592,39,1,9,1,1,0,0,1,0
5593,37,1,4,0,0,1,0,1,0
5594,22,1,3,10,0,1,0,1,0
5596,25,0,0,2,1,0,0,1,0
5598,26,0,1,0,1,0,0,1,0
5599,28,0,0,0,0,1,1,0,0
5600,25,1,0,1,0,1,0,1,1
5601,58,0,1,3,1,0,0,1,0
5603,29,1,1,2,0,1,1,0,0
5604,33,0,8,2,1,0,0,1,1
5605,38,0,0,1,1,0,0,1,1
5607,38,0,2,19,1,0,0,1,0
5609,59,1,22,69,1,0,0,1,1
5611,29,1,4,0,0,1,0,1,0
5613,53,1,0,3,0,1,0,1,0
5614,33,1,2,0,1,0,0,1,1
5617,58,0,1,0,0,1,0,1,0
5621,53,0,2,40,1,0,0,1,0
5623,32,1,0,17,0,1,0,1,0
5627,35,1,6,10,1,0,0,1,1
5628,39,0,1,1,1,0,0,1,0
5631,36,0,1,14,0,1,0,1,0
5632,42,1,5,6,0,1,1,0,0
5633,37,0,0,0,0,1,0,1,1
5634,39,0,0,3,1,0,0,1,0
5635,52,0,3,0,0,1,1,0,0
5637,60,0,1,1,0,1,0,1,0
5638,37,0,2,0,0,1,0,1,0
5639,42,1,4,17,1,0,0,1,0
5646,23,1,6,1,1,0,0,1,1
5647,42,1,0,0,0,1,1,0,1
5650,28,0,5,0,1,0,0,1,1
5651,38,0,12,0,1,0,0,1,0
5652,43,1,2,1,1,0,1,0,1
5654,42,0,0,0,1,0,0,1,1
5655,25,0,0,0,0,1,1,0,0
5657,32,1,7,37,1,0,0,1,1
5658,21,1,0,0,1,0,0,1,1
5659,35,0,1,28,0,1,1,0,0
5660,37,0,0,126,1,0,0,1,0
5664,33,0,2,0,1,0,1,0,1
5665,51,0,4,8,1,0,1,0,0
5666,39,0,3,2,1,0,0,1,0
5667,35,1,5,2,0,1,0,1,0
5668,40,0,3,13,1,0,0,1,1
5669,32,1,17,0,1,0,0,1,1
5671,32,1,3,-1,1,0,0,1,0
5672,37,0,0,0,0,1,0,1,0
5673,32,1,10,0,1,0,0,1,1
5675,47,1,5,0,0,1,0,1,0
5676,23,0,0,0,0,1,1,0,0
5677,63,1,10,2,1,0,0,1,0
5678,38,1,16,241,1,0,0,1,1
5680,32,1,6,2,0,1,0,1,1
5681,31,1,4,24,1,0,0,1,1
5684,23,0,0,1,1,0,0,1,1
5685,38,0,1,126,0,1,0,1,0
5686,47,0,0,0,0,1,1,0,0
5687,33,1,1,10,1,0,0,1,0
5689,22,0,1,8,1,0,0,1,0
5692,40,1,0,0,0,1,0,1,0
5693,36,1,14,173,1,0,0,1,1
5695,65,0,0,1,0,1,1,0,0
5697,22,0,0,1,0,1,1,0,1
5698,34,0,0,0,0,1,0,1,0
5699,38,0,0,0,1,0,1,0,0
5700,26,1,4,0,1,0,1,0,0
5701,20,1,0,23,0,1,0,1,0
5703,49,0,0,0,1,0,0,1,0
5711,52,1,2,4,1,0,0,1,0
5713,25,1,2,0,0,1,0,1,0
5716,34,0,5,4,1,0,0,1,1
5717,33,1,1,1,0,1,0,1,1
5719,21,0,1,0,1,0,0,1,1
5722,46,0,9,5,1,0,0,1,1
5724,57,0,1,1,0,1,0,1,0
5725,22,1,2,0,1,0,0,1,1
5726,48,1,1,1,0,1,1,0,0
5727,40,0,21,29,1,0,0,1,1
5728,30,0,1,0,1,0,1,0,1
5729,21,1,4,33,0,1,0,1,0
5730,39,1,22,3,1,0,1,0,1
5732,33,1,0,1,0,1,1,0,0
5733,24,0,0,-1,1,0,0,1,1
5735,43,1,0,1,1,0,0,1,1
5736,45,0,0,1,0,1,1,0,0
5738,51,0,3,2,1,0,0,1,1
5740,31,1,9,0,0,1,0,1,1
5741,27,0,0,1,0,1,0,1,0
5742,32,0,1,0,1,0,0,1,1
5743,49,0,0,0,0,1,0,1,0
5745,29,0,2,27,1,0,0,1,1
5748,23,1,2,1,1,0,0,1,1
5749,30,0,6,0,0,1,0,1,0
5753,30,0,0,56,0,1,0,1,0
5754,34,1,13,0,1,0,0,1,1
5756,33,0,4,-1,1,0,0,1,1
5757,28,0,1,1,0,1,0,1,1
5759,29,0,1,40,1,0,0,1,1
5760,38,0,0,0,0,1,0,1,0
5761,37,0,0,0,1,0,0,1,0
5762,33,1,0,0,0,1,1,0,0
5763,30,0,0,0,1,0,0,1,0
5765,51,0,19,13,1,0,0,1,1
5768,65,0,7,0,0,1,0,1,1
5769,32,0,1,0,0,1,1,0,1
5772,38,1,5,0,1,0,0,1,0
5773,35,0,1,0,1,0,0,1,1
5774,57,0,1,0,1,0,0,1,0
5776,26,0,1,-1,1,0,0,1,0
5779,36,1,4,1,0,1,1,0,1
5782,33,1,2,9,1,0,1,0,0
5784,35,1,3,1,1,0,0,1,0
5785,33,0,0,0,1,0,0,1,1
5787,47,0,0,1,0,1,0,1,0
5789,53,0,0,0,0,1,1,0,0
5792,35,1,1,4,0,1,0,1,0
5793,36,1,1,0,1,0,1,0,1
5795,25,0,0,0,0,1,1,0,0
5797,52,0,10,149,1,0,0,1,0
5801,51,1,6,2,1,0,0,1,0
5804,24,1,8,214,1,0,0,1,1
5806,32,1,0,0,1,0,0,1,0
5808,43,1,8,348,1,0,0,1,1
5809,45,0,20,46,0,1,0,1,1
5810,42,1,10,0,0,1,0,1,1
5811,22,1,1,6,1,0,0,1,1
5812,49,0,4,1,1,0,0,1,1
5813,42,1,0,33,1,0,0,1,1
5814,40,1,0,29,0,1,0,1,0
5816,25,1,2,0,1,0,0,1,1
5817,25,1,0,2,0,1,0,1,0
5818,23,0,0,2,1,0,0,1,1
5820,21,1,2,1,1,0,0,1,0
5821,31,0,3,0,0,1,0,1,0
5824,28,0,0,0,0,1,1,0,1
5825,24,1,11,51,1,0,0,1,1
5826,45,0,0,37,1,0,0,1,0
5827,23,1,2,1,0,1,0,1,1
5828,39,1,7,0,1,0,0,1,1
5831,24,0,1,0,1,0,0,1,1
5832,46,0,1,1,1,0,0,1,0
5833,47,0,3,2,1,0,0,1,0
5836,22,1,1,0,0,1,0,1,1
5837,34,0,0,1,0,1,1,0,0
5838,33,1,0,0,0,1,0,1,0
5842,29,1,16,0,1,0,0,1,1
5846,34,0,3,5,0,1,0,1,0
5849,29,0,0,0,0,1,0,1,1
5850,25,1,2,0,0,1,1,0,0
5851,34,1,16,1,1,0,0,1,0
5852,55,0,1,0,1,0,1,0,1
5853,27,1,0,0,1,0,0,1,1
5854,26,0,0,1,0,1,0,1,1
5856,39,1,19,179,1,0,0,1,1
5857,24,0,1,0,1,0,0,1,1
5858,29,0,0,0,0,1,0,1,0
5863,50,1,13,242,1,0,0,1,1
5864,25,1,2,0,1,0,0,1,0
5865,31,1,4,2,1,0,0,1,1
5867,31,0,0,0,0,1,0,1,0
5869,26,0,2,0,1,0,0,1,0
5871,54,0,2,97,1,0,0,1,0
5873,33,1,14,0,1,0,0,1,1
5875,22,1,0,0,0,1,0,1,1
5877,35,0,8,239,1,0,0,1,1
5878,30,1,4,1,1,0,1,0,0
5880,25,0,0,0,1,0,0,1,1
5881,25,0,0,0,1,0,0,1,1
5882,44,1,0,0,1,0,0,1,1
5883,29,1,2,8,1,0,1,0,0
5885,46,1,2,2,1,0,0,1,0
5886,53,0,0,4,0,1,0,1,0
5887,24,1,2,1,1,0,0,1,1
5889,52,1,2,1,1,0,1,0,1
5890,27,1,0,0,0,1,0,1,1
5891,41,0,0,1,1,0,0,1,0
5892,21,1,0,0,1,0,1,0,1
5895,24,0,1,0,1,0,0,1,0
5898,23,0,0,0,0,1,0,1,0
5899,42,0,0,1,1,0,0,1,1
5902,24,1,5,1,1,0,0,1,1
5904,26,1,4,0,1,0,0,1,1
5905,50,1,9,424,1,0,0,1,0
5906,32,0,3,1,0,1,1,0,1
5907,40,0,13,1,1,0,0,1,1
5914,27,0,2,0,1,0,0,1,1
5915,23,1,0,0,1,0,0,1,0
5916,37,1,22,1,0,1,0,1,1
5917,32,1,1,3,0,1,0,1,1
5921,52,1,4,1,0,1,0,1,0
5923,29,0,2,3,1,0,0,1,0
5926,49,0,0,0,0,1,0,1,1
5928,50,0,0,2,1,0,0,1,0
5929,26,1,2,-1,1,0,0,1,0
5930,34,1,0,31,1,0,1,0,0
5931,28,0,1,9,1,0,1,0,0
5934,30,1,0,0,1,0,0,1,1
5935,24,1,3,1,1,0,0,1,1
5937,25,1,0,0,0,1,0,1,1
5938,25,1,4,9,0,1,0,1,1
5939,45,0,2,0,1,0,0,1,0
5942,26,1,1,3,1,0,0,1,0
5943,37,0,2,28,1,0,0,1,0
5946,24,0,0,1,0,1,0,1,0
5947,40,0,2,1,0,1,0,1,0
5951,33,0,0,0,1,0,1,0,0
5953,53,0,18,1,1,0,0,1,0
5954,55,0,0,5,0,1,0,1,0
5957,30,1,6,17,1,0,0,1,0
5958,21,1,1,15,1,0,0,1,1
